HSN Code,Description
42023990,"TRUNKS, SUIT-CASES, VANITY-CASES, EXECUTIVECASES, BRIEF-CASES, SCHOOL SATCHELS, SPECTACLE CASES, BINOCULAR CASES, CAMERA CASES, MUSICAL INSTRUMENT CASES, GUN CASES, HOLSTERS AND SIMILAR CONTAINERS; TRAVELLING-BAGS, INSULATED FOOD OR BEVERAGES BAGS, TOILET BAGS, RUCKSACKS, HANDBAGS, SHOPPING-BAGS, WALLETS, PURSES, MAPCASES, CIGARETTE-CASES, TOBACCO- POUCHES, TOOL BAGS, SPORTS BAGS, BOTTLE-CASES, JEWELLERY BOXES, POWDER-BOXES, CUTLERY CASES AND SIMILAR CONTAINERS, OF LEATHER OR OF COMPOSITION LEATHER, OF SHEETING OF PLASTICS, OF TEXTILE MATERIALS, OF VULCANISED FIBRE OR OF PAPERBOARD, OR WHOLLY OR MAINLY COVERED WITH SUCH MATERIALS OR WITH PAPER - ARTICLES OF A KIND NORMALLY CARRIED IN THE POCKET OR IN THE HANDBAG : OTHER : OTHER"
42029100,"TRUNKS, SUIT-CASES, VANITY-CASES, EXECUTIVECASES, BRIEF-CASES, SCHOOL SATCHELS, SPECTACLE CASES, BINOCULAR CASES, CAMERA CASES, MUSICAL INSTRUMENT CASES, GUN CASES, HOLSTERS AND SIMILAR CONTAINERS; TRAVELLING-BAGS, INSULATED FOOD OR BEVERAGES BAGS, TOILET BAGS, RUCKSACKS, HANDBAGS, SHOPPING-BAGS, WALLETS, PURSES, MAPCASES, CIGARETTE-CASES, TOBACCO- POUCHES, TOOL BAGS, SPORTS BAGS, BOTTLE-CASES, JEWELLERY BOXES, POWDER-BOXES, CUTLERY CASES AND SIMILAR CONTAINERS, OF LEATHER OR OF COMPOSITION LEATHER, OF SHEETING OF PLASTICS, OF TEXTILE MATERIALS, OF VULCANISED FIBRE OR OF PAPERBOARD, OR WHOLLY OR MAINLY COVERED WITH SUCH MATERIALS OR WITH PAPER - OTHER : WITH OUTER SURFACE OF LEATHER, OF COMPOSITION LEATHER OR OF PATENT LEATHER"
42029200,"TRUNKS, SUIT-CASES, VANITY-CASES, EXECUTIVECASES, BRIEF-CASES, SCHOOL SATCHELS, SPECTACLE CASES, BINOCULAR CASES, CAMERA CASES, MUSICAL INSTRUMENT CASES, GUN CASES, HOLSTERS AND SIMILAR CONTAINERS; TRAVELLING-BAGS, INSULATED FOOD OR BEVERAGES BAGS, TOILET BAGS, RUCKSACKS, HANDBAGS, SHOPPING-BAGS, WALLETS, PURSES, MAPCASES, CIGARETTE-CASES, TOBACCO- POUCHES, TOOL BAGS, SPORTS BAGS, BOTTLE-CASES, JEWELLERY BOXES, POWDER-BOXES, CUTLERY CASES AND SIMILAR CONTAINERS, OF LEATHER OR OF COMPOSITION LEATHER, OF SHEETING OF PLASTICS, OF TEXTILE MATERIALS, OF VULCANISED FIBRE OR OF PAPERBOARD, OR WHOLLY OR MAINLY COVERED WITH SUCH MATERIALS OR WITH PAPER - OTHER : WITH OUTER SURFACE OF PLASTIC SHEETING OR OF TEXTILE MATERIALS"
42029900,"TRUNKS, SUIT-CASES, VANITY-CASES, EXECUTIVECASES, BRIEF-CASES, SCHOOL SATCHELS, SPECTACLE CASES, BINOCULAR CASES, CAMERA CASES, MUSICAL INSTRUMENT CASES, GUN CASES, HOLSTERS AND SIMILAR CONTAINERS; TRAVELLING-BAGS, INSULATED FOOD OR BEVERAGES BAGS, TOILET BAGS, RUCKSACKS, HANDBAGS, SHOPPING-BAGS, WALLETS, PURSES, MAPCASES, CIGARETTE-CASES, TOBACCO- POUCHES, TOOL BAGS, SPORTS BAGS, BOTTLE-CASES, JEWELLERY BOXES, POWDER-BOXES, CUTLERY CASES AND SIMILAR CONTAINERS, OF LEATHER OR OF COMPOSITION LEATHER, OF SHEETING OF PLASTICS, OF TEXTILE MATERIALS, OF VULCANISED FIBRE OR OF PAPERBOARD, OR WHOLLY OR MAINLY COVERED WITH SUCH MATERIALS OR WITH PAPER - OTHER : OTHER"
42031010,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - ARTICLES OF APPAREL : JACKETS AND JERSEYS"
42031090,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - ARTICLES OF APPAREL : OTHER"
42032110,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - GLOVES, MITTENS AND MITTS : SPECIALLY DESIGNED FOR USE IN SPORTS : GLOVES"
42032120,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - GLOVES, MITTENS AND MITTS : SPECIALLY DESIGNED FOR USE IN SPORTS : MITTENS AND MITTS"
42032910,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - GLOVES, MITTENS AND MITTS : OTHER : GLOVES FOR USE IN INDUSTRY"
42032920,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - GLOVES, MITTENS AND MITTS : OTHER : OTHER GLOVES"
42032930,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - GLOVES, MITTENS AND MITTS : OTHER : MITTENS AND MITTS"
42033000,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - BELTS AND BANDOLIERS"
42034010,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - OTHER CLOTHING ACCESSORIES : APRONS"
42034020,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - OTHER CLOTHING ACCESSORIES : SEMI-CHROME GRAIN GARMENTS"
42034090,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER - OTHER CLOTHING ACCESSORIES : OTHER"
42040010,"ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES - ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES : PICKERS FOR COTTON MACHINERY"
42040020,"ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES - ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES : PICKERS FOR JUTE MACHINERY"
42040030,"ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES - ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES : PICKING BANDS AND STRAPS FOR TEXTILE MACHINERY"
42040040,"ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES - ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES : LEATHER BELTING FOR MACHINERY"
42040050,"ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES - ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES : DIAPHRAGM LEATHER"
42040060,"ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES - ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES : LEATHER STRING"
42040091,"ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES - ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES : OTHER : LEATHER BOARD MADE FROM LEATHER SCRAP FOR THE MANUFACTURE OF COUNTERS AND STIFFNERS"
42040099,"ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES - ARTICLES OF LEATHER OR OF COMPOSITION LEATHER, OF A KIND USED IN MACHINERY OR MECHANICAL APPLIANCES OR FOR OTHER TECHNICAL USES : OTHER : OTHER"
42050011,OTHER ARTICLES OF LEATHER OR OF COMPOSITION LEATHER - OTHER ARTICLES OF LEATHER OR OF COMPOSITION LEATHER : STRAPS OTHER THAN FOR MACHINERY OR HARNESS : WEL T
42050019,OTHER ARTICLES OF LEATHER OR OF COMPOSITION LEATHER - OTHER ARTICLES OF LEATHER OR OF COMPOSITION LEATHER : STRAPS OTHER THAN FOR MACHINERY OR HARNESS : OTHER
42050020,OTHER ARTICLES OF LEATHER OR OF COMPOSITION LEATHER - OTHER ARTICLES OF LEATHER OR OF COMPOSITION LEATHER : LEATHER SOFA COVER
42050090,OTHER ARTICLES OF LEATHER OR OF COMPOSITION LEATHER - OTHER ARTICLES OF LEATHER OR OF COMPOSITION LEATHER : OTHER
42060010,"ARTICLES OF GUT (OTHER THAN SILK-WORM GUT), OF GOLDBEATER`S SKIN, OF BLADDERS OR OF TENDONS --- FOR RACKETS"
42060090,"ARTICLES OF GUT (OTHER THAN SILK-WORM GUT), OF GOLDBEATEPS SKIN, OF BLADDERS OR OF TENDONS --- OTHER"
42061010,"ARTICLES OF GUT (OTHER THAN SILK-WORM GUT), OF GOLDBEATEQS SKIN, OF BLADDERS OR OF TENDONS - CATGUT : FOR RACKETS"
42061090,"ARTICLES OF GUT (OTHER THAN SILK-WORM GUT), OF GOLDBEATEQS SKIN, OF BLADDERS OR OF TENDONS - CATGUT : OTHER"
42069000,"ARTICLES OF GUT (OTHER THAN SILK-WORM GUT), OF GOLDBEATEQS SKIN, OF BLADDERS OR OF TENDONS - OTHER"
43011000,"RAW FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS, SUITABLE FOR FURRIERS USE), OTHER THAN RAW HIDES AND SKINS OF HEADING 4101, 4102 OR 4103 - OF MINK, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS"
43013000,"RAW FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS, SUITABLE FOR FURRIERS USE), OTHER THAN RAW HIDES AND SKINS OF HEADING 4101, 4102 OR 4103 - OF LAMB, THE FOLLOWING : ASTRAKHAN, BROADTAIL, CARACUL, PERSIAN AND SIMILAR LAMB, INDIAN, CHINESE, MONGOLIAN OR TIBETAN LAMB, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS"
43016000,"RAW FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS, SUITABLE FOR FURRIERS USE), OTHER THAN RAW HIDES AND SKINS OF HEADING 4101, 4102 OR 4103 - OF FOX, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS"
43017000,"RAW FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS, SUITABLE FOR FURRIERS USE), OTHER THAN RAW HIDES AND SKINS OF HEADING 4101, 4102 OR 4103 - OF SEAL, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS"
43018000,"RAW FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS, SUITABLE FOR FURRIERS USE), OTHER THAN RAW HIDES AND SKINS OF HEADING 4101, 4102 OR 4103 - OTHER FURSKINS, WHOLE, WITH OR WITHOUT HEAD, TAIL OR PAWS"
43019000,"RAW FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS, SUITABLE FOR FURRIERS USE), OTHER THAN RAW HIDES AND SKINS OF HEADING 4101, 4102 OR 4103 - HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS, SUITABLE FOR FURRIERS USE"
43021100,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITHOUT THE ADDITION OF OTHER MATERIALS) OTHER THAN THOSE OF HEADING 4303 - WHOLE SKINS, WITH OR WITHOUT HEAD, TAIL OR PAWS, NOT ASSEMBLED:OF MINK"
43021300,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITHOUT THE ADDITION OF OTHER MATERIALS) OTHER THAN THOSE OF HEADING 4303 - WHOLE SKINS, WITH OR WITHOUT HEAD, TAIL OR PAWS, NOT ASSEMBLED:OF LAMB, THE FOLLOWING : ASTRAKHAN, BROAD TAIL, CARACUL, PERSIAN AND SIMILAR LAMB, INDIAN, CHINESE, MONGOLIAN OR TIBETAN LAMB"
43021910,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITHOUT THE ADDITION OF OTHER MATERIALS) OTHER THAN THOSE OF HEADING 4303 - WHOLE SKINS, WITH OR WITHOUT HEAD, TAIL OR PAWS, NOT ASSEMBLED:- OTHER - CALF SKINS, WITH HAIR ON, TANNED OR DRESSED"
43021920,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITHOUT THE ADDITION OF OTHER MATERIALS) OTHER THAN THOSE OF HEADING 4303 - WHOLE SKINS, WITH OR WITHOUT HEAD, TAIL OR PAWS, NOT ASSEMBLED:- OTHER - HIDES OR SKINS OF OTHER BOVINE AND EQUINE ANIMALS WITH HAIR ON, TANNED OR DRESSED"
43021930,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITHOUT THE ADDITION OF OTHER MATERIALS) OTHER THAN THOSE OF HEADING 4303 - WHOLE SKINS, WITH OR WITHOUT HEAD, TAIL OR PAWS, NOT ASSEMBLED:- OTHER - GOAT (COMMON) AND KID SKINS WITH HAIR ON, TANNED OR DRESSED"
43021940,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITHOUT THE ADDITION OF OTHER MATERIALS) OTHER THAN THOSE OF HEADING 4303 - WHOLE SKINS, WITH OR WITHOUT HEAD, TAIL OR PAWS, NOT ASSEMBLED:- OTHER - TIGER-CAT SKINS"
43021990,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITHOUT THE ADDITION OF OTHER MATERIALS) OTHER THAN THOSE OF HEADING 4303 - WHOLE SKINS, WITH OR WITHOUT HEAD, TAIL OR PAWS, NOT ASSEMBLED:- OTHER - HIDES AND SKINS OF OTHER ANIMALS WITH HAIR ON, TANNED OR DRESSED"
43022000,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITHOUT THE ADDITION OF OTHER MATERIALS) OTHER THAN THOSE OF HEADING 4303 HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS, NOT ASSEMBLED"
43023000,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS, PAWS AND OTHER PIECES OR CUTTINGS), UNASSEMBLED, OR ASSEMBLED (WITHOUT THE ADDITION OF OTHER MATERIALS) OTHER THAN THOSE OF HEADING 4303 WHOLE SKINS AND PIECES OR CUTTINGS THEREOF, ASSEMBLED"
43031010,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES: OF WILD ANIMALS COVERED UNDER THE WILD LIFE (PROTECTION) ACT, 1972"
43031020,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES: OF ANIMALS COVERED UNDER CONVENTION ON INTERNATIONAL TRADE OF ENDANGERED SPECIES (CITES), OTHER THAN THOSE OF TARIFF ITEM 4303 10 10"
43031090,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES: OTHER"
43039010,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN - OTHER: OF WILD ANIMALS COVERED UNDER THE WILD LIFE (PROTECTION) ACT, 1972"
43039020,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN - OTHER: OF ANIMALS COVERED UNDER CONVENTION ON INTERNATIONAL TRADE OF ENDANGERED SPECIES (CITES), OTHER THAN THOSE OF TARIFF ITEM 4303 90 10"
43039090,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN - OTHER: OTHER"
43040011,"ARTIFICIAL FUR AND ARTICLES THEREOF 4304 00 - ARTIFICIAL FUR AND ARTICLES THEREOF: ARTIFICIAL FUR : ARTIFICIAL FUR AS TRIMMINGS AND EMBELLISHMENTS FOR GARMENTS, MADE UPS, KNITWEAR, PLASTIC AND LEATHER GOODS"
43040019,ARTIFICIAL FUR AND ARTICLES THEREOF 4304 00 - ARTIFICIAL FUR AND ARTICLES THEREOF: ARTIFICIAL FUR :OTHER
43040020,ARTIFICIAL FUR AND ARTICLES THEREOF 4304 00 - ARTIFICIAL FUR AND ARTICLES THEREOF: ARTICLES OF ARTIFICIAL FUR
44011010,"FUEL WOOD, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS- FUEL WOOD, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS : IN LOGS"
44011090,"FUEL WOOD, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS- FUEL WOOD, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS : OTHER"
44012100,"FUEL WOOD, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS - WOOD IN CHIPS OR PARTICLES : CONIFEROUS"
44012200,"FUEL WOOD, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS - WOOD IN CHIPS OR PARTICLES : NON-CONIFEROUS"
44013100,"FUEL WOOD, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS - SAWDUST AND WOOD WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS--WOOD PELLETS"
44013900,"FUEL WOOD, IN LOGS, IN BILLETS, IN TWIGS, IN FAGGOTS OR IN SIMILAR FORMS; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS - SAWDUST AND WOOD WASTE AND SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES, PELLETS OR SIMILAR FORMS--OTHER"
44020010,"WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED - WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED: OF COCONUT SHELL"
44020090,"WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED - WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED: OTHER"
44021010,"WHETHER OR NOT AGGLOMERATED - WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL)WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED ---OF BAMBOO"
44029010,"WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED - OTHER : --- OF COCUNUT SHELL"
44029090,"WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED: OTHER --- OTHER"
44031000,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - TREATED WITH PAINT, STAINS, CREOSOTE OR OTHER PRESERVATIVES"
44032010,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER, CONIFEROUS : SAWLOGS AND VENEERLOGS"
44032020,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER, CONIFEROUS : POLES, PILLING AND POSTS"
44032090,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER, CONIFEROUS : OTHER"
44034100,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER, OF TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER : DARK RED MERANTI, LIGHT RED MERANTI AND MERANTI BAKAU"
44034910,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER, OF TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER : OTHER :TEAK WOOD IN ROUGH"
44034990,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER, OF TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER : OTHER :OTHER"
44039100,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER : OF OAK (QUERCUS SPP.)"
44039200,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER : OF BEECH (FAGUS SPP.)"
44039911,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER : OTHER : ANDAMAN PADAUK (PTEROCAROUS DALBAERGIODES) BONSUM (PHOEBE GOALPARENSIS) GURGAN (DIPTEROCARPUS ALATUS) KHAIR (ACACIA CATECHU) LAMPATI (DUABANGA GRANDIFLORA) LAUREL (TERMINALIA ALATA) PALIWOOD (PALAQUIUM ELLIPLICUM) AND RED SANDERS (PTEROCAR PUS SAUTANINUS) AND ROSE WOOD (DALBERGEA LATIFOLIO): ANDAMAN PADAUK (PTEROCAROUS DALBAERGIODES)"
44039912,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER : OTHER : ANDAMAN PADAUK (PTEROCAROUS DALBAERGIODES) BONSUM (PHOEBE GOALPARENSIS) GURGAN (DIPTEROCARPUS ALATUS) KHAIR (ACACIA CATECHU) LAMPATI (DUABANGA GRANDIFLORA) LAUREL (TERMINALIA ALATA) PALIWOOD (PALAQUIUM ELLIPLICUM) AND RED SANDERS (PTEROCAR PUS SAUTANINUS) AND ROSE WOOD (DALBERGEA LATIFOLIO): BONSUM (PHOEBE GOALPARENSIS)"
44039913,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER : OTHER : ANDAMAN PADAUK (PTEROCAROUS DALBAERGIODES) BONSUM (PHOEBE GOALPARENSIS) GURGAN (DIPTEROCARPUS ALATUS) KHAIR (ACACIA CATECHU) LAMPATI (DUABANGA GRANDIFLORA) LAUREL (TERMINALIA ALATA) PALIWOOD (PALAQUIUM ELLIPLICUM) AND RED SANDERS (PTEROCAR PUS SAUTANINUS) AND ROSE WOOD (DALBERGEA LATIFOLIO): GURGAN (DIPTEROCARPUS ALATUS)"
44039914,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER : OTHER : ANDAMAN PADAUK (PTEROCAROUS DALBAERGIODES) BONSUM (PHOEBE GOALPARENSIS) GURGAN (DIPTEROCARPUS ALATUS) KHAIR (ACACIA CATECHU) LAMPATI (DUABANGA GRANDIFLORA) LAUREL (TERMINALIA ALATA) PALIWOOD (PALAQUIUM ELLIPLICUM) AND RED SANDERS (PTEROCAR PUS SAUTANINUS) AND ROSE WOOD (DALBERGEA LATIFOLIO): KHAIR (ACACIA CATECHU)"
44039915,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED - OTHER : OTHER : ANDAMAN PADAUK (PTEROCAROUS DALBAERGIODES) BONSUM (PHOEBE GOALPARENSIS) GURGAN (DIPTEROCARPUS ALATUS) KHAIR (ACACIA CATECHU) LAMPATI (DUABANGA GRANDIFLORA) LAUREL (TERMINALIA ALATA) PALIWOOD (PALAQUIUM ELLIPLICUM) AND RED SANDERS (PTEROCAR PUS SAUTANINUS) AND ROSE WOOD (DALBERGEA LATIFOLIO): LAMPATI (DUABANGA GRANDIFLORA)"
